Time, Species, ClimateRegion, NumberSitesChecked, AvgTempMult, AvgMinJanTempMult, AvgSoilMoistureMult, AvgProbEst
10, TiliAmer, eco4, 3400,0.067,1.000,0.986,0.067
10, TiliAmer, eco5, 9241,0.725,1.000,0.998,0.725
10, TiliAmhe, eco2, 0,NaN,NaN,NaN,NaN
10, TiliAmhe, eco3, 6531,0.003,1.000,0.974,0.003
10, TiliAmhe, eco4, 3397,0.067,1.000,0.987,0.067
10, TiliAmhe, eco5, 9308,0.726,1.000,0.998,0.725
10, CaryGlab, eco2, 0,NaN,NaN,NaN,NaN
10, CaryGlab, eco3, 5236,0.857,1.000,0.962,0.829
10, CaryGlab, eco4, 2915,0.726,1.000,0.980,0.717
10, CaryGlab, eco5, 9722,0.540,1.000,0.997,0.540
10, CaryCodi, eco2, 0,NaN,NaN,NaN,NaN
10, CaryCodi, eco3, 478,0.999,1.000,0.966,0.965
10, CaryCodi, eco4, 250,0.941,1.000,0.984,0.928
10, CaryCodi, eco5, 1087,0.759,1.000,0.996,0.759
10, BetuNigr, eco2, 0,NaN,NaN,NaN,NaN
10, BetuNigr, eco3, 475,0.000,1.000,0.938,0.000
10, BetuNigr, eco4, 251,0.000,1.000,0.963,0.000
10, BetuNigr, eco5, 1087,0.006,1.000,0.993,0.006
10, BetuLent, eco2, 0,NaN,NaN,NaN,NaN
10, BetuLent, eco3, 3142,0.000,1.000,0.954,0.000
10, BetuLent, eco4, 1793,0.000,1.000,0.976,0.000
10, BetuLent, eco5, 6610,0.003,1.000,0.996,0.003
10, BetuAlle, eco2, 0,NaN,NaN,NaN,NaN
10, BetuAlle, eco3, 5217,0.000,1.000,0.962,0.000
10, BetuAlle, eco4, 2910,0.000,1.000,0.980,0.000
10, BetuAlle, eco5, 9744,0.002,1.000,0.997,0.002
10, AcerPens, eco2, 0,NaN,NaN,NaN,NaN
10, AcerPens, eco3, 6871,0.954,1.000,0.994,0.951
10, AcerPens, eco4, 3772,0.999,1.000,0.997,0.996
10, AcerPens, eco5, 11684,0.923,1.000,0.999,0.923
10, AmelArbo, eco2, 0,NaN,NaN,NaN,NaN
10, AmelArbo, eco3, 6848,0.997,1.000,0.981,0.979
10, AmelArbo, eco4, 3767,0.959,1.000,0.990,0.951
10, AmelArbo, eco5, 11695,0.867,1.000,0.998,0.867
10, AescBuck, eco2, 0,NaN,NaN,NaN,NaN
10, AescBuck, eco3, 3121,0.232,1.000,0.942,0.224
10, AescBuck, eco4, 1769,0.594,1.000,0.971,0.583
10, AescBuck, eco5, 6661,0.854,1.000,0.996,0.853
10, AcerRubr, eco2, 0,NaN,NaN,NaN,NaN
10, AcerRubr, eco3, 6845,0.971,1.000,0.973,0.947
10, AcerRubr, eco4, 3764,0.906,1.000,0.986,0.896
10, AcerRubr, eco5, 11704,0.795,1.000,0.998,0.795
10, AcerSacc, eco2, 0,NaN,NaN,NaN,NaN
10, AcerSacc, eco3, 6522,0.957,1.000,0.995,0.955
10, AcerSacc, eco4, 3385,0.998,1.000,0.997,0.995
10, AcerSacc, eco5, 9303,0.924,1.000,1.000,0.924
10, TsugCana, eco2, 0,NaN,NaN,NaN,NaN
10, TsugCana, eco3, 6521,0.475,1.000,0.970,0.469
10, TsugCana, eco4, 3383,0.805,1.000,0.984,0.795
10, TsugCana, eco5, 9220,0.983,1.000,0.998,0.981
10, PinuVirg, eco2, 0,NaN,NaN,NaN,NaN
10, PinuVirg, eco3, 450,0.615,1.000,0.947,0.604
10, PinuVirg, eco4, 243,0.983,1.000,0.982,0.966
10, PinuVirg, eco5, 1050,0.241,1.000,0.995,0.241
10, PinuTaed, eco2, 0,NaN,NaN,NaN,NaN
10, PinuTaed, eco3, 458,0.388,0.035,0.978,0.002
10, PinuTaed, eco4, 249,0.000,0.000,0.988,0.000
10, PinuTaed, eco5, 1087,0.000,0.000,0.997,0.000
10, PinuStro, eco2, 0,NaN,NaN,NaN,NaN
10, PinuStro, eco3, 5217,0.000,1.000,0.984,0.000
10, PinuStro, eco4, 2901,0.098,1.000,0.991,0.098
10, PinuStro, eco5, 9713,0.673,1.000,0.999,0.673
10, PinuRigi, eco2, 0,NaN,NaN,NaN,NaN
10, PinuRigi, eco3, 467,0.000,1.000,0.973,0.000
10, PinuRigi, eco4, 258,0.012,1.000,0.986,0.012
10, PinuRigi, eco5, 1143,0.873,1.000,0.996,0.873
10, PinuPung, eco2, 0,NaN,NaN,NaN,NaN
10, PinuPung, eco3, 3117,0.000,1.000,0.975,0.000
10, PinuPung, eco4, 1779,0.003,1.000,0.986,0.003
10, PinuPung, eco5, 6662,0.875,1.000,0.998,0.874
10, FrasFirr, eco2, 0,NaN,NaN,NaN,NaN
10, FrasFirr, eco3, 6462,0.000,1.000,0.939,0.000
10, FrasFirr, eco4, 3402,0.000,1.000,0.967,0.000
10, FrasFirr, eco5, 9194,0.943,1.000,0.988,0.931
10, PiceRube, eco2, 0,NaN,NaN,NaN,NaN
10, PiceRube, eco3, 6859,0.000,1.000,0.982,0.000
10, PiceRube, eco4, 3760,0.000,1.000,0.990,0.000
10, PiceRube, eco5, 11696,0.003,1.000,0.999,0.003
10, PinuEnch, eco2, 0,NaN,NaN,NaN,NaN
10, PinuEnch, eco3, 474,0.892,1.000,0.975,0.878
10, PinuEnch, eco4, 245,0.602,1.000,0.988,0.602
10, PinuEnch, eco5, 1078,0.106,1.000,0.997,0.106
10, CastDent, eco2, 0,NaN,NaN,NaN,NaN
10, CastDent, eco3, 6863,0.816,1.000,0.980,0.808
10, CastDent, eco4, 3751,0.991,1.000,0.989,0.981
10, CastDent, eco5, 11697,0.931,1.000,0.998,0.930
20, CaryOvat, eco2, 15,0.838,1.000,1.000,0.838
20, CaryOvat, eco3, 5411,0.994,1.000,0.924,0.919
20, CaryOvat, eco4, 5403,0.966,1.000,0.899,0.867
20, CaryOvat, eco5, 12426,0.876,1.000,0.918,0.807
20, CaryAlba, eco2, 15,0.754,1.000,1.000,0.754
20, CaryAlba, eco3, 5410,0.988,1.000,0.924,0.912
20, CaryAlba, eco4, 5444,0.933,1.000,0.900,0.838
20, CaryAlba, eco5, 12434,0.805,1.000,0.918,0.742
20, CornFlor, eco2, 15,0.690,1.000,1.000,0.690
20, CornFlor, eco3, 6252,0.963,1.000,0.933,0.898
20, CornFlor, eco4, 6771,0.889,1.000,0.909,0.813
20, CornFlor, eco5, 15603,0.746,1.000,0.946,0.718
20, FraxPenn, eco2, 15,0.918,1.000,1.000,0.918
20, FraxPenn, eco3, 5417,0.996,1.000,0.892,0.889
20, FraxPenn, eco4, 5414,0.985,1.000,0.845,0.831
20, FraxPenn, eco5, 12455,0.939,1.000,0.903,0.847
20, FraxAmer, eco2, 15,0.853,1.000,1.000,0.853
20, FraxAmer, eco3, 6274,0.993,1.000,0.941,0.934
20, FraxAmer, eco4, 6749,0.964,1.000,0.921,0.890
20, FraxAmer, eco5, 15612,0.887,1.000,0.954,0.854
20, FaguGran, eco2, 15,0.914,1.000,1.000,0.914
20, FaguGran, eco3, 6226,0.989,1.000,0.942,0.935
20, FaguGran, eco4, 6749,0.991,1.000,0.921,0.912
20, FaguGran, eco5, 15615,0.941,1.000,0.955,0.902
20, JuglNigr, eco2, 12,0.902,1.000,1.000,0.902
20, JuglNigr, eco3, 4320,0.924,1.000,0.950,0.893
20, JuglNigr, eco4, 4032,0.987,1.000,0.941,0.931
20, JuglNigr, eco5, 4446,0.911,1.000,0.980,0.894
20, HaleDipt, eco2, 15,0.589,1.000,1.000,0.589
20, HaleDipt, eco3, 6238,0.883,1.000,0.947,0.843
20, HaleDipt, eco4, 6780,0.790,1.000,0.928,0.750
20, HaleDipt, eco5, 15618,0.642,0.996,0.959,0.632
20, IlexOpac, eco2, 15,0.589,1.000,1.000,0.589
20, IlexOpac, eco3, 6293,0.884,1.000,0.946,0.843
20, IlexOpac, eco4, 6731,0.790,1.000,0.929,0.750
20, IlexOpac, eco5, 15620,0.642,0.996,0.959,0.632
20, LiriTuli, eco2, 15,0.000,1.000,1.000,0.000
20, LiriTuli, eco3, 5215,0.604,1.000,0.955,0.586
20, LiriTuli, eco4, 5029,0.309,1.000,0.944,0.303
20, LiriTuli, eco5, 9133,0.000,1.000,0.965,0.000
20, LiquStyr, eco2, 15,0.179,1.000,1.000,0.179
20, LiquStyr, eco3, 5224,0.785,1.000,0.955,0.757
20, LiquStyr, eco4, 5016,0.576,0.981,0.943,0.553
20, LiquStyr, eco5, 9172,0.267,0.994,0.965,0.267
20, MagnAcum, eco2, 15,0.481,1.000,1.000,0.481
20, MagnAcum, eco3, 5412,0.896,1.000,0.906,0.810
20, MagnAcum, eco4, 5385,0.764,1.000,0.873,0.665
20, MagnAcum, eco5, 12407,0.554,0.995,0.908,0.503
20, MagnMacr, eco2, 15,0.481,1.000,1.000,0.481
20, MagnMacr, eco3, 5440,0.896,1.000,0.905,0.810
20, MagnMacr, eco4, 5402,0.764,1.000,0.871,0.664
20, MagnMacr, eco5, 12433,0.554,0.995,0.908,0.503
20, NyssSylv, eco2, 15,0.589,1.000,1.000,0.589
20, NyssSylv, eco3, 6299,0.884,1.000,0.946,0.842
20, NyssSylv, eco4, 6760,0.790,1.000,0.929,0.751
20, NyssSylv, eco5, 15613,0.642,0.996,0.959,0.632
20, OxydArbo, eco2, 15,0.589,1.000,1.000,0.589
20, OxydArbo, eco3, 6276,0.884,1.000,0.947,0.844
20, OxydArbo, eco4, 6766,0.790,1.000,0.928,0.750
20, OxydArbo, eco5, 15603,0.642,0.996,0.959,0.632
20, PrunSero, eco2, 15,0.583,1.000,1.000,0.583
20, PrunSero, eco3, 5215,0.929,1.000,0.955,0.888
20, PrunSero, eco4, 5018,0.818,1.000,0.943,0.779
20, PrunSero, eco5, 9125,0.635,1.000,0.964,0.626
20, PrunPenn, eco2, 11,0.000,1.000,1.000,0.000
20, PrunPenn, eco3, 4311,0.000,1.000,0.901,0.000
20, PrunPenn, eco4, 4022,0.000,1.000,0.882,0.000
20, PrunPenn, eco5, 4470,0.001,1.000,0.955,0.001
20, PlanOcid, eco2, 15,0.750,1.000,1.000,0.750
20, PlanOcid, eco3, 5230,0.987,1.000,0.899,0.887
20, PlanOcid, eco4, 5026,0.929,1.000,0.857,0.792
20, PlanOcid, eco5, 9144,0.793,1.000,0.918,0.728
20, QuerAlba, eco2, 15,0.818,1.000,1.000,0.818
20, QuerAlba, eco3, 5411,0.993,1.000,0.960,0.954
20, QuerAlba, eco4, 5425,0.957,1.000,0.944,0.904
20, QuerAlba, eco5, 12395,0.858,1.000,0.964,0.836
20, QuerCocc, eco2, 15,0.849,1.000,1.000,0.849
20, QuerCocc, eco3, 5224,0.943,1.000,0.953,0.911
20, QuerCocc, eco4, 5023,0.985,1.000,0.939,0.926
20, QuerCocc, eco5, 9107,0.892,1.000,0.963,0.862
20, QuerFalc, eco2, 15,0.179,1.000,1.000,0.179
20, QuerFalc, eco3, 5416,0.787,0.949,0.984,0.752
20, QuerFalc, eco4, 5410,0.584,0.961,0.979,0.573
20, QuerFalc, eco5, 12376,0.284,0.959,0.986,0.278
20, QuerRubr, eco2, 15,0.998,1.000,1.000,0.998
20, QuerRubr, eco3, 5419,0.813,1.000,0.934,0.780
20, QuerRubr, eco4, 5413,0.932,1.000,0.912,0.863
20, QuerRubr, eco5, 12412,0.995,1.000,0.932,0.928
20, QuerPrin, eco2, 15,0.965,1.000,1.000,0.965
20, QuerPrin, eco3, 5433,0.722,1.000,0.950,0.712
20, QuerPrin, eco4, 5397,0.930,1.000,0.934,0.886
20, QuerPrin, eco5, 12401,0.985,1.000,0.956,0.941
20, QuerVelu, eco2, 15,0.851,1.000,1.000,0.851
20, QuerVelu, eco3, 5225,0.986,1.000,0.955,0.946
20, QuerVelu, eco4, 5012,0.978,1.000,0.944,0.923
20, QuerVelu, eco5, 9117,0.886,1.000,0.965,0.859
20, QuerStel, eco2, 15,0.179,1.000,1.000,0.179
20, QuerStel, eco3, 5216,0.785,1.000,0.955,0.757
20, QuerStel, eco4, 5035,0.577,1.000,0.943,0.561
20, QuerStel, eco5, 9173,0.267,1.000,0.965,0.267
20, RobiPseu, eco2, 11,0.599,1.000,1.000,0.599
20, RobiPseu, eco3, 4333,0.881,1.000,0.950,0.844
20, RobiPseu, eco4, 4037,0.777,1.000,0.941,0.745
20, RobiPseu, eco5, 4475,0.610,0.989,0.980,0.600
20, SassAlid, eco2, 15,0.589,1.000,1.000,0.589
20, SassAlid, eco3, 5223,0.879,1.000,0.955,0.845
20, SassAlid, eco4, 5006,0.777,1.000,0.943,0.746
20, SassAlid, eco5, 9116,0.629,0.994,0.964,0.618
20, TiliAmer, eco2, 3,0.591,1.000,1.000,0.591
20, TiliAmer, eco3, 9430,0.000,1.000,0.860,0.000
20, TiliAmer, eco4, 4606,0.008,1.000,0.824,0.008
20, TiliAmer, eco5, 11038,0.372,1.000,0.909,0.350
20, TiliAmhe, eco2, 3,0.591,1.000,1.000,0.591
20, TiliAmhe, eco3, 9402,0.000,1.000,0.860,0.000
20, TiliAmhe, eco4, 4632,0.010,1.000,0.823,0.010
20, TiliAmhe, eco5, 10994,0.373,1.000,0.907,0.350
20, CaryGlab, eco2, 15,0.589,1.000,1.000,0.589
20, CaryGlab, eco3, 5419,0.880,1.000,0.924,0.815
20, CaryGlab, eco4, 5402,0.781,1.000,0.901,0.710
20, CaryGlab, eco5, 12400,0.637,1.000,0.918,0.591
20, CaryCodi, eco2, 11,0.826,1.000,1.000,0.826
20, CaryCodi, eco3, 4325,0.988,1.000,0.951,0.943
20, CaryCodi, eco4, 4028,0.968,1.000,0.942,0.911
20, CaryCodi, eco5, 4476,0.836,1.000,0.979,0.822
20, BetuNigr, eco2, 11,0.000,1.000,1.000,0.000
20, BetuNigr, eco3, 4336,0.000,1.000,0.920,0.000
20, BetuNigr, eco4, 4035,0.000,1.000,0.907,0.000
20, BetuNigr, eco5, 4443,0.002,1.000,0.962,0.002
20, BetuLent, eco2, 15,0.000,1.000,1.000,0.000
20, BetuLent, eco3, 5223,0.000,1.000,0.928,0.000
20, BetuLent, eco4, 5019,0.000,1.000,0.910,0.000
20, BetuLent, eco5, 9148,0.001,1.000,0.929,0.001
20, BetuAlle, eco2, 15,0.000,1.000,1.000,0.000
20, BetuAlle, eco3, 5405,0.000,1.000,0.925,0.000
20, BetuAlle, eco4, 5393,0.000,1.000,0.900,0.000
20, BetuAlle, eco5, 12422,0.001,1.000,0.919,0.001
20, AcerPens, eco2, 15,0.952,1.000,1.000,0.952
20, AcerPens, eco3, 6267,0.911,1.000,0.984,0.910
20, AcerPens, eco4, 6756,0.984,1.000,0.978,0.967
20, AcerPens, eco5, 15628,0.976,1.000,0.987,0.965
20, AmelArbo, eco2, 15,0.893,1.000,1.000,0.893
20, AmelArbo, eco3, 6266,0.996,1.000,0.946,0.943
20, AmelArbo, eco4, 6754,0.980,1.000,0.928,0.910
20, AmelArbo, eco5, 15613,0.921,1.000,0.959,0.888
20, AescBuck, eco2, 15,0.800,1.000,1.000,0.800
20, AescBuck, eco3, 5232,0.153,1.000,0.916,0.153
20, AescBuck, eco4, 5015,0.462,0.981,0.896,0.433
20, AescBuck, eco5, 9103,0.747,0.994,0.922,0.691
20, AcerRubr, eco2, 15,0.826,1.000,1.000,0.826
20, AcerRubr, eco3, 6254,0.980,1.000,0.926,0.907
20, AcerRubr, eco4, 6748,0.939,1.000,0.899,0.847
20, AcerRubr, eco5, 15640,0.858,1.000,0.936,0.810
20, AcerSacc, eco2, 2,0.938,1.000,1.000,0.938
20, AcerSacc, eco3, 9382,0.877,1.000,0.974,0.874
20, AcerSacc, eco4, 4592,0.977,1.000,0.967,0.952
20, AcerSacc, eco5, 10993,0.983,1.000,0.985,0.970
20, TsugCana, eco2, 4,0.958,1.000,1.000,0.958
20, TsugCana, eco3, 9421,0.182,1.000,0.846,0.174
20, TsugCana, eco4, 4642,0.575,1.000,0.804,0.500
20, TsugCana, eco5, 11048,0.898,1.000,0.896,0.810
20, PinuVirg, eco2, 12,0.539,1.000,1.000,0.539
20, PinuVirg, eco3, 4318,0.366,1.000,0.931,0.366
20, PinuVirg, eco4, 4027,0.882,1.000,0.917,0.834
20, PinuVirg, eco5, 4479,0.609,1.000,0.968,0.586
20, PinuTaed, eco2, 11,0.000,0.000,1.000,0.000
20, PinuTaed, eco3, 4323,0.486,0.934,0.963,0.465
20, PinuTaed, eco4, 4017,0.141,0.941,0.954,0.139
20, PinuTaed, eco5, 4482,0.000,0.006,0.984,0.000
20, PinuStro, eco2, 15,0.553,1.000,1.000,0.553
20, PinuStro, eco3, 5415,0.000,1.000,0.966,0.000
20, PinuStro, eco4, 5411,0.030,1.000,0.953,0.030
20, PinuStro, eco5, 12425,0.414,1.000,0.969,0.414
20, PinuRigi, eco2, 12,0.690,1.000,1.000,0.690
20, PinuRigi, eco3, 4303,0.000,1.000,0.952,0.000
20, PinuRigi, eco4, 4041,0.043,1.000,0.944,0.043
20, PinuRigi, eco5, 4445,0.614,1.000,0.980,0.614
20, PinuPung, eco2, 15,0.717,1.000,1.000,0.717
20, PinuPung, eco3, 5216,0.000,1.000,0.957,0.000
20, PinuPung, eco4, 5009,0.039,1.000,0.945,0.039
20, PinuPung, eco5, 9091,0.538,1.000,0.966,0.538
20, FrasFirr, eco2, 4,0.000,1.000,1.000,0.000
20, FrasFirr, eco3, 9403,0.000,1.000,0.735,0.000
20, FrasFirr, eco4, 4631,0.000,1.000,0.688,0.000
20, FrasFirr, eco5, 10962,0.002,1.000,0.853,0.002
20, PiceRube, eco2, 15,0.000,1.000,1.000,0.000
20, PiceRube, eco3, 6250,0.000,1.000,0.949,0.000
20, PiceRube, eco4, 6760,0.000,1.000,0.931,0.000
20, PiceRube, eco5, 15618,0.002,1.000,0.960,0.002
20, PinuEnch, eco2, 11,0.269,1.000,1.000,0.269
20, PinuEnch, eco3, 4328,0.926,1.000,0.966,0.895
20, PinuEnch, eco4, 4036,0.724,0.979,0.958,0.694
20, PinuEnch, eco5, 4477,0.306,0.990,0.985,0.306
20, CastDent, eco2, 15,0.965,1.000,1.000,0.965
20, CastDent, eco3, 6247,0.706,1.000,0.943,0.696
20, CastDent, eco4, 6767,0.919,1.000,0.923,0.868
20, CastDent, eco5, 15615,0.988,1.000,0.956,0.944
30, CaryOvat, eco2, 12,0.730,1.000,1.000,0.730
30, CaryOvat, eco3, 5530,0.978,1.000,0.988,0.966
30, CaryOvat, eco4, 5696,0.918,1.000,0.997,0.915
30, CaryOvat, eco5, 10723,0.830,1.000,0.998,0.830
30, CaryAlba, eco2, 12,0.615,1.000,1.000,0.615
30, CaryAlba, eco3, 5530,0.955,1.000,0.988,0.943
30, CaryAlba, eco4, 5712,0.864,1.000,0.997,0.862
30, CaryAlba, eco5, 10714,0.744,1.000,0.998,0.744
30, CornFlor, eco2, 12,0.557,1.000,1.000,0.557
30, CornFlor, eco3, 6148,0.916,1.000,0.989,0.905
30, CornFlor, eco4, 6283,0.811,1.000,0.997,0.808
30, CornFlor, eco5, 14623,0.694,1.000,0.998,0.694
30, FraxPenn, eco2, 12,0.858,1.000,1.000,0.858
30, FraxPenn, eco3, 5517,0.990,1.000,0.987,0.977
30, FraxPenn, eco4, 5709,0.961,1.000,0.996,0.957
30, FraxPenn, eco5, 10687,0.913,1.000,0.996,0.912
30, FraxAmer, eco2, 12,0.769,1.000,1.000,0.769
30, FraxAmer, eco3, 6176,0.975,1.000,0.989,0.965
30, FraxAmer, eco4, 6297,0.922,1.000,0.997,0.919
30, FraxAmer, eco5, 14606,0.855,1.000,0.999,0.855
30, FaguGran, eco2, 12,0.840,1.000,1.000,0.840
30, FaguGran, eco3, 6192,0.991,1.000,0.989,0.980
30, FaguGran, eco4, 6290,0.964,1.000,0.997,0.961
30, FaguGran, eco5, 14617,0.915,1.000,0.999,0.914
30, JuglNigr, eco2, 12,0.757,1.000,1.000,0.757
30, JuglNigr, eco3, 4949,0.969,1.000,0.992,0.962
30, JuglNigr, eco4, 5007,0.961,1.000,0.997,0.958
30, JuglNigr, eco5, 4436,0.839,1.000,0.999,0.839
30, HaleDipt, eco2, 12,0.469,1.000,1.000,0.469
30, HaleDipt, eco3, 6214,0.823,1.000,0.991,0.817
30, HaleDipt, eco4, 6291,0.708,1.000,0.997,0.707
30, HaleDipt, eco5, 14607,0.594,0.993,0.999,0.590
30, IlexOpac, eco2, 12,0.469,1.000,1.000,0.469
30, IlexOpac, eco3, 6185,0.823,1.000,0.991,0.817
30, IlexOpac, eco4, 6305,0.709,1.000,0.997,0.707
