EventID,SimulationYear,InitRow,InitColumn,InitialFireWeatherIndex,InitialDayOfYear,IgnitionType,NumberOfDays,TotalSitesBurned,CohortsKilled,MeanWindSpeed,MeanEffectiveWindSpeed,MeanWindDirection,MeanSuppressionEffectiveness,MeanFWI,MeanSpreadProbability,MeanSeverity,TotalBiomassMortality,NumberCellsSeverity1,NumberCellsSeverity2,NumberCellsSeverity3,
863, 108, 499, 782, 56.11520244447, 77, Rx, 1, 191, 2196, 32.8342745968587, 32.9145283573052, 131.937172774869, 0, 41.84, 0.994764397905759, 1.47, 232984, 0, 140, 0, 
864, 108, 595, 592, 20.2013847567663, 78, Rx, 1, 191, 1698, 13.6410083057591, 12.8665002533742, 138.534031413613, 0, 15.55, 0.994764397905759, 1.54, 109202, 0, 147, 0, 
865, 109, 549, 554, 24.5343583461298, 70, Rx, 1, 191, 1593, 20.8530654427225, 19.7314835721982, 133.821989528796, 0, 20.43, 0.994764397905759, 1.32, 121125, 31, 111, 0, 
866, 109, 521, 572, 20.0220717427451, 71, Rx, 1, 191, 2634, 14.5498012209424, 14.2703287947594, 141.361256544503, 0, 16.47, 0.994764397905759, 1.57, 289702, 1, 149, 0, 
867, 109, 600, 528, 15.8570195128858, 72, Rx, 1, 191, 754, 12.4297094035602, 15.4346954396822, 131.937172774869, 0, 15.61, 0.994764397905759, 1.19, 79814, 52, 88, 0, 
868, 109, 642, 566, 14.4656347103808, 73, Rx, 1, 193, 1738, 8.1842288866321, 10.2387070621433, 143.626943005181, 0, 11.54, 0.994818652849741, 1.6, 137449, 0, 154, 0, 
869, 109, 643, 575, 17.5701710695144, 74, Rx, 1, 192, 929, 12.08358914625, 12.6779596609477, 152.8125, 0, 14.92, 0.994791666666667, 1.25, 56113, 86, 77, 0, 
870, 109, 523, 631, 16.0119167188067, 75, Rx, 1, 191, 2986, 7.94843200837696, 11.547130478163, 133.821989528796, 0, 11.9, 0.994764397905759, 1.49, 168587, 0, 142, 0, 
871, 109, 538, 755, 18.9644886268475, 76, Rx, 1, 191, 2034, 7.82336054450262, 9.55857283360434, 132.879581151832, 0, 13.9, 0.994764397905759, 1.48, 270573, 0, 141, 0, 
872, 109, 529, 804, 20.7529403943293, 77, Rx, 1, 191, 1740, 8.94824180670158, 8.59222599316734, 133.821989528796, 0, 15.25, 0.994764397905759, 1.33, 219943, 30, 112, 0, 
873, 110, 478, 763, 35.2945003297713, 71, Rx, 1, 191, 201, 25.5618209968586, 25.4457613088315, 139.476439790576, 0, 27.83, 0.994764397905759, 1.01, 17896, 103, 45, 0, 
874, 110, 461, 659, 27.350851654453, 72, Rx, 1, 191, 126, 20.4724775968586, 19.6815268248527, 147.958115183246, 0, 22.56, 0.994764397905759, 0.89, 6517, 144, 13, 0, 
875, 110, 566, 649, 16.2405640843778, 73, Rx, 1, 192, 524, 15.22587500625, 19.0562014136078, 139.6875, 0, 12.85, 0.994791666666667, 1.46, 37938, 18, 131, 0, 
876, 110, 613, 697, 18.202813918521, 75, Rx, 1, 191, 1342, 12.8354946031414, 16.141780106482, 149.842931937173, 0, 15.15, 0.994764397905759, 1.66, 181489, 0, 159, 0, 
877, 110, 591, 678, 18.4133294355276, 76, Rx, 1, 192, 1626, 13.418318049375, 14.3824737121604, 139.6875, 0, 14.3, 0.994791666666667, 1.55, 192640, 0, 149, 0, 
878, 110, 628, 627, 15.6365105047021, 77, Rx, 1, 191, 1857, 14.114523373822, 17.8508257113357, 159.267015706806, 0, 14.09, 0.994764397905759, 1.77, 135267, 0, 169, 0, 
879, 110, 510, 733, 25.9342676947021, 80, Rx, 1, 191, 906, 17.1342230645026, 17.9975082904101, 138.534031413613, 0, 17.05, 0.994764397905759, 1.54, 66327, 0, 147, 0, 
880, 110, 495, 788, 20.4512516551618, 81, Rx, 1, 192, 16, 10.7294894025, 11.0252003690566, 135, 0, 15.2, 0.994791666666667, 1.5, 2324, 0, 144, 0, 
881, 111, 471, 745, 16.3907215683816, 70, Rx, 1, 191, 330, 12.1849835937173, 11.4510193378345, 133.821989528796, 0, 13.43, 0.994764397905759, 1.06, 56281, 81, 61, 0, 
882, 111, 561, 693, 31.0138000076548, 71, Rx, 1, 191, 2837, 23.6565343696336, 26.3692692963819, 136.649214659686, 0, 22.82, 0.994764397905759, 1.52, 273240, 0, 145, 0, 
883, 111, 631, 667, 17.6047192009391, 72, Rx, 1, 191, 516, 10.9200233704712, 12.0223842611634, 147.958115183246, 0, 14.46, 0.994764397905759, 1.31, 45509, 64, 93, 0, 
884, 111, 584, 633, 22.1891736129428, 73, Rx, 1, 191, 1225, 17.1216375021989, 20.2308276951069, 152.670157068063, 0, 17.83, 0.994764397905759, 1.66, 124997, 6, 156, 0, 
885, 111, 536, 549, 22.1272845852528, 74, Rx, 1, 191, 423, 16.2521257834555, 16.5602453386524, 143.246073298429, 0, 18.4, 0.994764397905759, 1.05, 54944, 104, 48, 0, 
886, 111, 537, 682, 16.3096026317145, 75, Rx, 1, 191, 2003, 9.82650119371731, 11.5593839927727, 131.937172774869, 0, 11.95, 0.994764397905759, 1.46, 105541, 2, 138, 0, 
887, 111, 583, 551, 12.4899096112966, 76, Rx, 1, 191, 1401, 7.72736799581153, 11.9340957395119, 132.879581151832, 0, 10.56, 0.994764397905759, 1.48, 131749, 0, 141, 0, 
888, 111, 544, 814, 26.581243976683, 77, Rx, 1, 191, 701, 17.7796966335078, 18.371691847407, 146.073298429319, 0, 19.9, 0.994764397905759, 1.62, 35292, 1, 154, 0, 
889, 112, 592, 595, 17.6419026685704, 70, Rx, 1, 191, 1577, 15.8109475099476, 14.1061719768116, 140.418848167539, 0, 13.78, 0.994764397905759, 1.55, 97296, 1, 148, 0, 
890, 112, 565, 639, 18.6099080000163, 72, Rx, 1, 192, 1755, 16.16532507, 21.571986197509, 137.8125, 0, 14.24, 0.994791666666667, 1.48, 101177, 9, 138, 0, 
891, 112, 616, 619, 21.3669280580464, 73, Rx, 1, 191, 3238, 18.2850258797906, 18.3485892480904, 139.476439790576, 0, 16.49, 0.994764397905759, 1.55, 295264, 0, 148, 0, 
892, 112, 586, 720, 19.6068905531472, 74, Rx, 1, 191, 268, 13.8503011909948, 15.1221123910733, 144.188481675393, 0, 15.65, 0.994764397905759, 1.02, 32838, 112, 41, 0, 
893, 112, 544, 809, 21.9231938603261, 75, Rx, 1, 191, 357, 15.1393533267016, 15.9215957685602, 145.130890052356, 0, 17.8, 0.994764397905759, 1.61, 22153, 0, 154, 0, 
894, 112, 503, 785, 18.9795636638813, 76, Rx, 1, 191, 305, 10.0034899162303, 10.7320894454837, 131.937172774869, 0, 13.93, 0.994764397905759, 1.47, 17762, 0, 140, 0, 
895, 112, 561, 607, 25.9793701760544, 77, Rx, 1, 191, 1175, 19.1289273549739, 21.2789340398773, 136.649214659686, 0, 20.31, 0.994764397905759, 1.48, 98021, 8, 137, 0, 
896, 112, 607, 689, 26.9224684286098, 78, Rx, 1, 191, 1787, 17.3103646240838, 19.1208972770639, 138.534031413613, 0, 20.84, 0.994764397905759, 1.54, 222098, 0, 147, 0, 
897, 113, 568, 654, 22.6561061252594, 70, Rx, 1, 191, 1012, 22.2635193926701, 24.7707454464516, 139.476439790576, 0, 20, 0.994764397905759, 1.42, 69150, 25, 123, 0, 
898, 113, 533, 750, 28.3140606555299, 71, Rx, 1, 191, 1959, 17.570034904712, 19.3998255212231, 134.764397905759, 0, 18.65, 0.994764397905759, 1.5, 284106, 0, 143, 0, 
899, 113, 595, 570, 17.4788504310575, 72, Rx, 1, 192, 1094, 13.41375637875, 14.3002677444047, 145.3125, 0, 14.12, 0.994791666666667, 1.42, 78969, 37, 118, 0, 
900, 113, 613, 583, 20.4499599708172, 73, Rx, 1, 191, 464, 16.6350298353926, 16.3832672283135, 143.246073298429, 0, 16.27, 0.994764397905759, 1.17, 39598, 80, 72, 0, 
901, 113, 578, 635, 19.782625210964, 74, Rx, 1, 191, 1027, 15.6671696129843, 19.474187207531, 142.303664921466, 0, 16.67, 0.994764397905759, 1.55, 80402, 6, 145, 0, 
902, 113, 502, 674, 16.3096026317145, 75, Rx, 1, 191, 3125, 11.1613834573822, 11.822457621882, 132.879581151832, 0, 13.35, 0.994764397905759, 1.48, 219605, 0, 141, 0, 
903, 113, 492, 786, 16.5471809355781, 76, Rx, 1, 191, 515, 12.0289032527749, 12.1971908809808, 137.591623036649, 0, 14.52, 0.994764397905759, 1.52, 33192, 1, 145, 0, 
904, 113, 465, 695, 13.7905269481402, 77, Rx, 1, 191, 85, 6.8668151729843, 6.24393200383115, 143.246073298429, 0, 11.98, 0.994764397905759, 0.88, 10622, 135, 17, 0, 
905, 114, 554, 686, 26.3560376362367, 70, Rx, 1, 191, 3019, 21.1427009905759, 28.315785246093, 131.937172774869, 0, 18.95, 0.994764397905759, 1.47, 196607, 0, 140, 0, 
906, 114, 520, 810, 28.3140606555299, 71, Rx, 1, 192, 275, 22.1991734999999, 22.1062077271161, 150, 0, 23.6, 0.994791666666667, 1.12, 31865, 105, 55, 0, 
907, 114, 599, 703, 17.6047192009391, 72, Rx, 1, 191, 1773, 10.432021227644, 13.5582602699398, 140.418848167539, 0, 13.72, 0.994764397905759, 1.51, 188659, 9, 140, 0, 
908, 114, 583, 587, 18.9230540206192, 73, Rx, 1, 191, 1768, 15.1100022006283, 16.3992519996576, 139.476439790576, 0, 16.1, 0.994764397905759, 1.55, 164180, 0, 148, 0, 
909, 114, 542, 593, 24.2344477107717, 74, Rx, 1, 191, 2128, 15.4754961059686, 20.8825264816782, 138.534031413613, 0, 16.98, 0.994764397905759, 1.53, 186192, 1, 146, 0, 
910, 114, 605, 540, 24.7147795809471, 75, Rx, 1, 192, 1733, 13.66571343, 12.6536281963066, 135.9375, 0, 16.46, 0.994791666666667, 1.43, 177481, 16, 129, 0, 
911, 114, 573, 679, 19.5829533380632, 76, Rx, 1, 191, 2526, 8.98465642303666, 14.8759836699517, 135.706806282723, 0, 11.72, 0.994764397905759, 1.51, 259712, 0, 144, 0, 
912, 114, 533, 817, 26.581243976683, 77, Rx, 1, 191, 411, 18.3931035606282, 18.566289013533, 149.842931937173, 0, 20.52, 0.994764397905759, 1.3, 47433, 70, 89, 0, 
913, 115, 506, 742, 20.1570931415249, 70, Rx, 1, 192, 743, 15.9079739737499, 15.3661686565925, 147.1875, 0, 16.16, 0.994791666666667, 1.5, 48063, 26, 131, 0, 
914, 115, 563, 536, 20.1835112500148, 71, Rx, 1, 191, 2882, 12.1765517924607, 10.9864001504824, 147.015706806283, 0, 13.83, 0.994764397905759, 1.63, 236047, 0, 156, 0, 
915, 115, 638, 561, 19.2531700247378, 72, Rx, 1, 191, 2308, 14.7207280335078, 15.2331361029091, 131.937172774869, 0, 14.11, 0.994764397905759, 1.47, 124920, 0, 140, 0, 
916, 115, 611, 568, 21.3983801443753, 74, Rx, 1, 191, 1592, 16.7085269528796, 16.3465668152633, 143.246073298429, 0, 17.1, 0.994764397905759, 1.35, 117257, 47, 105, 0, 
917, 115, 547, 667, 18.991598674023, 75, Rx, 1, 191, 2622, 12.3347121700523, 13.5443937357467, 130.052356020942, 0, 13.9, 0.994764397905759, 1.45, 161141, 0, 138, 0, 
918, 115, 518, 652, 19.9433212989383, 76, Rx, 1, 191, 3736, 12.3645192879581, 15.1283614706683, 130.994764397906, 0, 14.52, 0.994764397905759, 1.46, 210771, 0, 139, 0, 
919, 115, 515, 779, 19.1348037212553, 77, Rx, 1, 191, 752, 8.74370244062828, 9.32651893596653, 139.476439790576, 0, 14.8, 0.994764397905759, 1.19, 99913, 69, 79, 0, 
920, 115, 460, 665, 29.3199222516189, 78, Rx, 1, 192, 138, 20.105428921875, 19.0479236274999, 145.3125, 0, 23.6, 0.994791666666667, 0.94, 14619, 129, 26, 0, 
921, 116, 555, 756, 20.7811863855661, 70, Rx, 1, 191, 2912, 15.1726762554974, 15.2930190815561, 135.706806282723, 0, 15.67, 0.994764397905759, 1.51, 323727, 0, 144, 0, 
922, 116, 572, 699, 18.6099080000163, 72, Rx, 1, 191, 2487, 14.9111469424084, 13.1177577197548, 132.879581151832, 0, 13.59, 0.994764397905759, 1.45, 228909, 5, 136, 0, 
923, 116, 591, 586, 21.3669280580464, 73, Rx, 1, 191, 1161, 18.2943540942408, 17.1862706704985, 143.246073298429, 0, 16.88, 0.994764397905759, 1.54, 96788, 10, 142, 0, 
924, 116, 584, 616, 19.6068905531472, 74, Rx, 1, 191, 2542, 14.086839219267, 14.1789308801956, 136.649214659686, 0, 14.71, 0.994764397905759, 1.52, 193394, 0, 145, 0, 
925, 116, 541, 707, 20.0023038870356, 75, Rx, 1, 191, 3029, 14.2222001202094, 18.6837050236381, 132.879581151832, 0, 15.15, 0.994764397905759, 1.48, 189872, 0, 141, 0, 
926, 116, 635, 588, 17.3824968139926, 76, Rx, 1, 192, 605, 12.3413821125, 13.425549379591, 150, 0, 14.49, 0.994791666666667, 1.33, 33170, 64, 96, 0, 
927, 116, 571, 677, 28.3499729720868, 77, Rx, 1, 192, 1676, 19.0561924875, 23.3509473863522, 136.875, 0, 20.47, 0.994791666666667, 1.52, 189304, 0, 146, 0, 
928, 116, 548, 671, 27.7516660942846, 78, Rx, 1, 191, 2097, 18.6478083895288, 18.6293271236218, 131.937172774869, 0, 20.2, 0.994764397905759, 1.47, 158122, 0, 140, 0, 
929, 117, 494, 612, 15.3894629721495, 71, Rx, 1, 191, 3116, 13.2097388569634, 9.88116703581149, 147.015706806283, 0, 11.95, 0.994764397905759, 1.62, 199952, 3, 153, 0, 
930, 117, 515, 661, 17.8946275820465, 72, Rx, 1, 191, 2744, 14.0229519757068, 14.2385180648186, 130.994764397906, 0, 13.42, 0.994764397905759, 1.46, 211563, 0, 139, 0, 
931, 117, 561, 582, 16.2994564232211, 73, Rx, 1, 191, 2634, 11.6815955296335, 10.5390469143981, 133.821989528796, 0, 12.74, 0.994764397905759, 1.49, 186842, 0, 142, 0, 
932, 117, 605, 538, 29.6489574352818, 74, Rx, 1, 191, 765, 20.1553571497382, 18.1285796917151, 134.764397905759, 0, 20.81, 0.994764397905759, 1.4, 125934, 19, 124, 0, 
933, 117, 559, 755, 18.5732427501832, 75, Rx, 1, 191, 1598, 13.6282550965445, 13.7183861674311, 145.130890052356, 0, 15.3, 0.994764397905759, 1.61, 238302, 0, 154, 0, 
934, 117, 543, 553, 14.9718690014569, 76, Rx, 1, 191, 345, 11.3734174184293, 10.8618589196664, 132.879581151832, 0, 13.09, 0.994764397905759, 1.14, 30073, 65, 76, 0, 
935, 117, 485, 707, 23.528756823141, 77, Rx, 1, 191, 1276, 17.5004575539267, 18.7608346834987, 134.764397905759, 0, 16.98, 0.994764397905759, 1.48, 78967, 3, 140, 0, 
936, 117, 513, 717, 20.7246866453132, 79, Rx, 1, 191, 1710, 17.2844713960209, 18.9388654634175, 141.361256544503, 0, 16.76, 0.994764397905759, 1.55, 119848, 3, 147, 0, 
937, 118, 535, 775, 16.2259318540559, 71, Rx, 1, 191, 1420, 12.4031447340314, 12.9496340426118, 137.591623036649, 0, 12.44, 0.994764397905759, 1.53, 152859, 0, 146, 0, 
938, 118, 493, 627, 14.4423425786382, 72, Rx, 1, 191, 3853, 15.1557758406283, 12.408323528036, 144.188481675393, 0, 12.37, 0.994764397905759, 1.6, 299276, 0, 153, 0, 
939, 118, 561, 599, 19.3204042434076, 73, Rx, 1, 192, 1052, 17.8357092975, 18.5636157822983, 134.0625, 0, 15.54, 0.994791666666667, 1.47, 97877, 4, 139, 0, 
940, 118, 472, 731, 27.1565809367096, 74, Rx, 1, 192, 361, 21.5681006775, 21.7211737082653, 134.0625, 0, 20.51, 0.994791666666667, 1.05, 56574, 84, 59, 0, 
941, 118, 531, 616, 16.1473956358254, 75, Rx, 1, 192, 1613, 14.989416795, 20.0160374641903, 142.5, 0, 13.03, 0.994791666666667, 1.58, 92318, 1, 151, 0, 
942, 118, 587, 537, 30.7348635380266, 76, Rx, 1, 191, 1798, 24.7256897654451, 28.2329638192079, 131.937172774869, 0, 22.37, 0.994764397905759, 1.46, 155754, 2, 138, 0, 
943, 118, 615, 647, 16.0316767491829, 77, Rx, 1, 191, 753, 13.3572423279581, 15.0367413003761, 134.764397905759, 0, 12.2, 0.994764397905759, 1.47, 50859, 5, 138, 0, 
944, 118, 563, 620, 21.7318630468188, 79, Rx, 1, 191, 1162, 17.2470576816754, 20.1863166484026, 132.879581151832, 0, 16.41, 0.994764397905759, 1.42, 90216, 11, 130, 0, 
945, 119, 594, 518, 16.2259318540559, 71, Rx, 1, 191, 171, 12.1409962737173, 12.0512964977054, 131.937172774869, 0, 11.98, 0.994764397905759, 0.85, 13767, 118, 22, 0, 
946, 119, 594, 575, 14.4423425786382, 72, Rx, 1, 191, 822, 15.4375173084817, 15.9974453461781, 143.246073298429, 0, 11.76, 0.994764397905759, 1.46, 62263, 26, 126, 0, 
947, 119, 515, 602, 19.3204042434076, 73, Rx, 1, 191, 1302, 19.5278921754973, 17.3241489253346, 134.764397905759, 0, 14.65, 0.994764397905759, 1.44, 85220, 11, 132, 0, 
948, 119, 543, 684, 23.6449083276599, 74, Rx, 1, 191, 2373, 23.3792944586387, 24.7141756495086, 135.706806282723, 0, 17.83, 0.994764397905759, 1.51, 124536, 0, 144, 0, 
949, 119, 600, 652, 16.1473956358254, 75, Rx, 1, 191, 665, 14.0728731549738, 16.0607396788172, 136.649214659686, 0, 12.74, 0.994764397905759, 1.17, 59917, 67, 78, 0, 
950, 119, 518, 683, 30.7348635380266, 76, Rx, 1, 191, 1478, 26.898202234555, 26.9894564605245, 133.821989528796, 0, 22.8, 0.994764397905759, 1.48, 92290, 2, 140, 0, 
951, 119, 530, 686, 16.0316767491829, 77, Rx, 1, 191, 2192, 15.0182842127748, 16.8014263163499, 150.785340314136, 0, 13.59, 0.994764397905759, 1.67, 137587, 1, 159, 0, 
952, 119, 579, 619, 24.0556430772316, 79, Rx, 1, 191, 932, 16.2253035179057, 18.9100165987575, 134.764397905759, 0, 17.46, 0.994764397905759, 1.45, 156199, 10, 133, 0, 
953, 120, 486, 783, 28.3656601039054, 71, Rx, 1, 191, 369, 20.0969885139267, 20.2150487804485, 134.764397905759, 0, 20.16, 0.994764397905759, 1.31, 37584, 35, 108, 0, 
954, 120, 591, 666, 18.374789374825, 72, Rx, 1, 191, 1166, 17.606513529424, 19.4582092074261, 132.879581151832, 0, 15.51, 0.994764397905759, 1.42, 96024, 10, 131, 0, 
955, 120, 619, 618, 17.2914149211957, 73, Rx, 1, 191, 1331, 18.1316325109948, 19.2488565164448, 144.188481675393, 0, 14.19, 0.994764397905759, 1.6, 100939, 0, 153, 0, 
956, 120, 598, 635, 14.3196843595537, 75, Rx, 1, 191, 2506, 13.1151382303665, 11.7598608623035, 142.303664921466, 0, 11.44, 0.994764397905759, 1.58, 149467, 0, 151, 0, 
957, 120, 522, 689, 18.3092374437006, 76, Rx, 1, 191, 1622, 16.4708934408377, 13.0110039428474, 133.821989528796, 0, 13.61, 0.994764397905759, 1.47, 100932, 3, 139, 0, 
958, 120, 555, 748, 18.923330483221, 78, Rx, 1, 191, 501, 9.40223915811518, 11.8667011375587, 136.649214659686, 0, 14.27, 0.994764397905759, 1.52, 62637, 0, 145, 0, 
959, 120, 616, 674, 23.7266377966035, 79, Rx, 1, 191, 406, 14.0075317243979, 14.9622273120189, 141.361256544503, 0, 17.18, 0.994764397905759, 1.19, 78000, 72, 78, 0, 
960, 120, 518, 802, 19.7660001019862, 80, Rx, 1, 192, 409, 10.031673, 9.84564911248692, 150, 0, 16.47, 0.994791666666667, 1.38, 35388, 55, 105, 0, 
961, 121, 517, 655, 17.6419026685704, 70, Rx, 1, 191, 667, 14.7095269633508, 16.3774808054452, 130.994764397906, 0, 13.63, 0.994764397905759, 1.46, 29255, 0, 139, 0, 
962, 121, 608, 584, 18.6099080000163, 72, Rx, 1, 191, 492, 15.835119973822, 16.4631314297359, 134.764397905759, 0, 13.93, 0.994764397905759, 1.26, 39579, 46, 97, 0, 
963, 121, 503, 778, 19.6579125549459, 73, Rx, 1, 191, 650, 13.6121337650262, 15.0194886365316, 131.937172774869, 0, 14.92, 0.994764397905759, 1.45, 100406, 4, 136, 0, 
964, 121, 461, 760, 19.6068905531472, 74, Rx, 1, 191, 440, 13.0515172058639, 12.5473280915011, 136.649214659686, 0, 15.37, 0.994764397905759, 1.17, 98756, 67, 78, 0, 
965, 121, 546, 670, 20.0023038870356, 75, Rx, 1, 191, 978, 14.0923960699476, 13.7566556682675, 130.994764397906, 0, 14.74, 0.994764397905759, 1.45, 55628, 2, 137, 0, 
966, 121, 518, 699, 19.6566788425242, 76, Rx, 1, 191, 2401, 11.05799513089, 12.598476306848, 134.764397905759, 0, 13.46, 0.994764397905759, 1.5, 136035, 0, 143, 0, 
967, 121, 630, 600, 25.9793701760544, 77, Rx, 1, 191, 1327, 20.6126085581152, 22.2198473487356, 144.188481675393, 0, 20.89, 0.994764397905759, 1.5, 115860, 20, 133, 0, 
968, 121, 524, 743, 26.9224684286098, 78, Rx, 1, 191, 1440, 19.0778160816754, 21.4140490945553, 140.418848167539, 0, 21.37, 0.994764397905759, 1.56, 128805, 0, 149, 0, 
969, 122, 529, 690, 16.2237660133076, 72, Rx, 1, 191, 2137, 18.1954849872252, 19.2305600679365, 133.821989528796, 0, 12.06, 0.994764397905759, 1.49, 112211, 0, 142, 0, 
970, 122, 535, 567, 35.6192146318753, 75, Rx, 1, 192, 627, 27.14869365, 28.0974363686623, 130.3125, 0, 25.25, 0.994791666666667, 1.21, 46444, 46, 93, 0, 
971, 122, 548, 617, 17.3293140146319, 76, Rx, 1, 192, 1470, 17.75739703875, 19.9736995879576, 138.75, 0, 14.45, 0.994791666666667, 1.52, 131369, 5, 143, 0, 
972, 122, 584, 678, 21.5687608873993, 78, Rx, 1, 191, 2325, 18.0127424732984, 20.1613915231432, 135.706806282723, 0, 15.13, 0.994764397905759, 1.51, 228750, 0, 144, 0, 
973, 122, 560, 708, 27.2451497938862, 79, Rx, 1, 192, 2612, 21.012349696875, 22.7905842542248, 137.8125, 0, 19.57, 0.994791666666667, 1.53, 302492, 0, 147, 0, 
974, 122, 457, 748, 21.6033125311314, 80, Rx, 1, 192, 31, 16.9528450875, 16.7965628586655, 144.375, 0, 17.71, 0.994791666666667, 0.85, 5344, 145, 9, 0, 
975, 122, 600, 573, 21.1736317777246, 83, Rx, 1, 192, 435, 20.0648938687501, 19.6474269691913, 147.1875, 0, 17.68, 0.994791666666667, 1.33, 37626, 59, 98, 0, 
976, 122, 600, 662, 24.1783037986677, 84, Rx, 1, 191, 332, 17.6038082010472, 19.2289130198278, 137.591623036649, 0, 18.31, 0.994764397905759, 1.06, 63681, 89, 57, 0, 
977, 123, 553, 711, 15.571998677118, 70, Rx, 1, 191, 2259, 10.8981494029319, 14.4283422118399, 130.994764397906, 0, 11.87, 0.994764397905759, 1.46, 213474, 0, 139, 0, 
978, 123, 602, 647, 20.5708179153934, 71, Rx, 1, 191, 1186, 17.9565121319371, 18.8591492827307, 142.303664921466, 0, 16.37, 0.994764397905759, 1.48, 77853, 20, 131, 0, 
979, 123, 484, 643, 25.24029905595, 72, Rx, 1, 191, 1150, 17.8778593507854, 15.7701698632972, 136.649214659686, 0, 18.95, 0.994764397905759, 1.34, 103488, 35, 110, 0, 
980, 123, 625, 547, 19.1801143647068, 73, Rx, 1, 191, 1778, 11.4737684079581, 14.7036850942902, 132.879581151832, 0, 13.32, 0.994764397905759, 1.48, 104897, 0, 141, 0, 
981, 123, 453, 763, 15.165709973457, 74, Rx, 1, 191, 122, 9.63106673089004, 8.87371103990419, 150.785340314136, 0, 14.99, 0.994764397905759, 1.06, 17598, 118, 42, 0, 
982, 123, 583, 700, 21.564326017809, 75, Rx, 1, 192, 829, 10.07150773125, 13.3893876661249, 134.0625, 0, 13.83, 0.994791666666667, 1.41, 53132, 15, 128, 0, 
983, 123, 627, 625, 17.1397719488676, 76, Rx, 1, 191, 2033, 11.9938409566492, 15.1924828906654, 161.151832460733, 0, 16.64, 0.994764397905759, 1.78, 125175, 2, 169, 0, 
984, 123, 567, 554, 22.5748839764468, 77, Rx, 1, 193, 1806, 13.4441692190674, 14.9090376982823, 131.502590673575, 0, 16.58, 0.994818652849741, 1.46, 80156, 0, 141, 0, 
985, 124, 503, 719, 17.163142412513, 71, Rx, 1, 191, 2187, 18.7070181851309, 16.734923984224, 142.303664921466, 0, 15.73, 0.994764397905759, 1.55, 159036, 5, 146, 0, 
986, 124, 452, 760, 22.8019097967767, 72, Rx, 1, 191, 66, 19.9248202083769, 19.1445420591492, 151.727748691099, 0, 20.45, 0.994764397905759, 1.02, 9794, 128, 33, 0, 
987, 124, 482, 717, 23.9965862891412, 73, Rx, 1, 191, 964, 18.7025183246073, 19.0711464383656, 138.534031413613, 0, 18.55, 0.994764397905759, 1.42, 67625, 22, 125, 0, 
988, 124, 539, 763, 18.7790575503883, 75, Rx, 1, 192, 735, 11.030555038125, 12.8432743885087, 137.8125, 0, 14.17, 0.994791666666667, 1.53, 80518, 0, 147, 0, 
989, 124, 527, 669, 24.4946686920734, 76, Rx, 1, 191, 2584, 15.8988307005236, 17.0554630837822, 130.994764397906, 0, 14.59, 0.994764397905759, 1.46, 146697, 0, 139, 0, 
990, 124, 614, 646, 15.1552494848388, 78, Rx, 1, 191, 441, 11.0459589003141, 12.197145438508, 136.649214659686, 0, 11.76, 0.994764397905759, 1.39, 38226, 24, 121, 0, 
991, 124, 540, 824, 23.7266377966035, 79, Rx, 1, 191, 363, 15.061524902199, 14.9690901608425, 151.727748691099, 0, 19.96, 0.994764397905759, 1.4, 70865, 55, 106, 0, 
992, 124, 525, 567, 18.5464773687753, 80, Rx, 1, 193, 1436, 9.34376166839379, 10.6445036812426, 133.367875647668, 0, 13.87, 0.994818652849741, 1.37, 141101, 22, 121, 0, 
993, 125, 587, 537, 16.6634596622014, 70, Rx, 1, 191, 967, 8.75826740732984, 13.6673794270022, 131.937172774869, 0, 11.31, 0.994764397905759, 1.46, 97435, 2, 138, 0, 
994, 125, 570, 571, 17.7227719826467, 71, Rx, 1, 191, 1248, 10.3951774272251, 12.4739925547887, 137.591623036649, 0, 13.29, 0.994764397905759, 1.53, 85940, 0, 146, 0, 
995, 125, 459, 735, 28.0918452785393, 72, Rx, 1, 191, 299, 19.7295395371727, 19.4856140494896, 144.188481675393, 0, 21.95, 0.994764397905759, 1.07, 31217, 101, 52, 0, 
996, 125, 597, 647, 24.6832304661589, 73, Rx, 1, 192, 677, 12.72978879375, 15.8805303058379, 144.375, 0, 15.15, 0.994791666666667, 1.41, 65036, 37, 117, 0, 
997, 125, 532, 676, 14.7824147394971, 76, Rx, 1, 192, 1721, 9.551667885, 11.5892598114432, 134.0625, 0, 11.7, 0.994791666666667, 1.49, 114383, 0, 143, 0, 
998, 125, 565, 539, 22.3455659698685, 77, Rx, 1, 191, 1471, 17.9314357382199, 16.3132733065184, 139.476439790576, 0, 20.22, 0.994764397905759, 1.55, 102330, 0, 148, 0, 
999, 125, 560, 656, 18.0996496414604, 78, Rx, 1, 191, 1804, 14.4451311003141, 19.9443515101358, 139.476439790576, 0, 16.89, 0.994764397905759, 1.47, 116146, 15, 133, 0, 
1000, 125, 523, 763, 31.4142863619525, 79, Rx, 1, 192, 927, 17.633866365, 17.6138030252491, 136.875, 0, 21.46, 0.994791666666667, 1.48, 59458, 7, 139, 0, 
1001, 126, 500, 791, 21.4296227625901, 70, Rx, 1, 191, 334, 14.6724433237696, 14.7050622024696, 139.476439790576, 0, 16.59, 0.994764397905759, 1.52, 66454, 6, 142, 0, 
