Time,ManagementArea,Prescription,Stand,EventID,StandAge,StandRank,NumberOfSites,HarvestedSites,TotalCohortsHarvested,CohortsHarvested_CaryOvat,CohortsHarvested_CaryAlba,CohortsHarvested_CornFlor,CohortsHarvested_FraxPenn,CohortsHarvested_FraxAmer,CohortsHarvested_FaguGran,CohortsHarvested_JuglNigr,CohortsHarvested_HaleDipt,CohortsHarvested_IlexOpac,CohortsHarvested_LiriTuli,CohortsHarvested_LiquStyr,CohortsHarvested_MagnAcum,CohortsHarvested_MagnMacr,CohortsHarvested_NyssSylv,CohortsHarvested_OxydArbo,CohortsHarvested_PrunSero,CohortsHarvested_PrunPenn,CohortsHarvested_PlanOcid,CohortsHarvested_QuerAlba,CohortsHarvested_QuerCocc,CohortsHarvested_QuerFalc,CohortsHarvested_QuerRubr,CohortsHarvested_QuerPrin,CohortsHarvested_QuerVelu,CohortsHarvested_QuerStel,CohortsHarvested_RobiPseu,CohortsHarvested_SassAlid,CohortsHarvested_TiliAmer,CohortsHarvested_TiliAmhe,CohortsHarvested_CaryGlab,CohortsHarvested_CaryCodi,CohortsHarvested_BetuNigr,CohortsHarvested_BetuLent,CohortsHarvested_BetuAlle,CohortsHarvested_AcerPens,CohortsHarvested_AmelArbo,CohortsHarvested_AescBuck,CohortsHarvested_AcerRubr,CohortsHarvested_AcerSacc,CohortsHarvested_TsugCana,CohortsHarvested_PinuVirg,CohortsHarvested_PinuTaed,CohortsHarvested_PinuStro,CohortsHarvested_PinuRigi,CohortsHarvested_PinuPung,CohortsHarvested_FrasFirr,CohortsHarvested_PiceRube,CohortsHarvested_PinuEnch,CohortsHarvested_CastDent,
110, 4, TimberBoomClearcuts, 46801236, 959, 340, 340, 1, 1, 56, 0, 2, 4, 0, 4, 1, 0, 2, 0, 1, 0, 0, 0, 4, 3, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 
110, 4, TimberBoomClearcuts, 46601256, 961, 340, 340, 2, 2, 13, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 
110, 4, TimberBoomClearcuts, 35801245, 1293, 290, 290, 1, 1, 57, 0, 1, 3, 0, 0, 2, 0, 0, 0, 0, 0, 2, 2, 1, 5, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 0, 2, 13, 8, 0, 0, 0, 0, 0, 0, 0, 0, 5, 
110, 4, TimberBoomClearcuts, 31401268, 1005, 335, 335, 2, 2, 53, 0, 2, 6, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 0, 0, 5, 2, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 
110, 4, TimberBoomClearcuts, 46801252, 955, 340, 340, 1, 1, 55, 0, 1, 5, 0, 3, 0, 0, 2, 0, 0, 0, 0, 1, 3, 5, 0, 0, 0, 1, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 2, 0, 2, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 9, 
110, 4, TimberBoomClearcuts, 46801253, 1453, 180, 180, 1, 1, 17, 1, 0, 1, 0, 0, 3, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
110, 4, TimberBoomClearcuts, 46601253, 1040, 330, 330, 1, 1, 18, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 
110, 4, TimberBoomClearcuts, 46601460, 1526, 3, 3, 72, 71, 815, 30, 33, 95, 0, 11, 22, 0, 15, 0, 7, 0, 8, 9, 12, 39, 0, 0, 0, 101, 0, 0, 93, 96, 4, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 69, 26, 0, 52, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 
110, 4, TimberBoomClearcuts, 35601259, 1419, 200, 200, 1, 1, 64, 1, 0, 4, 0, 2, 6, 0, 3, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 4, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 0, 4, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 
110, 4, TimberBoomClearcuts, 35801262, 1155, 320, 320, 2, 2, 136, 7, 7, 8, 0, 6, 8, 0, 6, 0, 0, 0, 6, 4, 6, 7, 0, 0, 0, 8, 0, 0, 5, 6, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 7, 5, 0, 8, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 13, 
110, 4, TimberBoomClearcuts, 35801263, 1429, 191, 191, 1, 1, 31, 6, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 
110, 4, TimberBoomClearcuts, 31301268, 934, 340, 340, 1, 1, 31, 0, 1, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 5, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 
110, 4, TimberBoomClearcuts, 46801295, 1203, 310, 310, 2, 2, 52, 3, 1, 5, 0, 0, 3, 0, 0, 0, 2, 0, 0, 4, 0, 2, 0, 0, 0, 6, 0, 0, 1, 5, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 3, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 
110, 4, TimberBoomClearcuts, 46601274, 1388, 230, 230, 1, 1, 11, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
110, 4, TimberBoomClearcuts, 46601296, 1462, 155, 155, 2, 2, 44, 0, 4, 8, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 
110, 4, TimberBoomClearcuts, 46601275, 935, 340, 340, 1, 1, 52, 1, 0, 5, 0, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 
110, 4, TimberBoomClearcuts, 46601302, 1305, 281, 281, 3, 3, 99, 1, 6, 13, 0, 0, 0, 0, 1, 0, 1, 0, 0, 8, 0, 5, 0, 0, 0, 10, 0, 0, 4, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 
110, 4, TimberBoomClearcuts, 46601322, 1527, 3, 3, 8, 8, 82, 13, 5, 9, 0, 2, 1, 0, 2, 0, 1, 0, 0, 3, 0, 1, 0, 0, 0, 11, 0, 0, 8, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 
110, 4, TimberBoomClearcuts, 31401287, 1181, 313, 313, 1, 1, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
110, 4, TimberBoomClearcuts, 46601300, 1479, 90, 90, 1, 1, 37, 0, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 
110, 4, TimberBoomClearcuts, 46601303, 1319, 275, 275, 1, 1, 11, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 
110, 4, TimberBoomClearcuts, 46601304, 1127, 327, 327, 2, 2, 52, 8, 1, 9, 0, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 4, 0, 0, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 
110, 4, TimberBoomClearcuts, 35801392, 1508, 5, 5, 13, 13, 123, 0, 4, 11, 0, 2, 8, 0, 0, 0, 0, 0, 1, 2, 7, 7, 0, 0, 0, 14, 0, 0, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 0, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 
110, 4, TimberBoomClearcuts, 35801309, 946, 340, 340, 1, 1, 45, 1, 1, 5, 0, 0, 3, 0, 4, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 5, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 
110, 4, TimberBoomClearcuts, 35801368, 1183, 311, 311, 1, 1, 46, 8, 2, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 3, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 
110, 4, TimberBoomClearcuts, 46601341, 844, 350, 350, 2, 2, 40, 1, 1, 7, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 
110, 4, TimberBoomClearcuts, 46601346, 1402, 220, 220, 3, 3, 78, 5, 1, 7, 0, 3, 2, 0, 0, 0, 1, 0, 0, 4, 0, 7, 0, 0, 0, 11, 0, 0, 9, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 
110, 4, TimberBoomClearcuts, 35601323, 1447, 180, 180, 1, 1, 20, 0, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 
110, 4, TimberBoomClearcuts, 35801327, 1355, 250, 250, 1, 1, 45, 0, 2, 3, 0, 0, 5, 0, 2, 0, 0, 0, 1, 3, 1, 3, 0, 0, 0, 4, 0, 0, 2, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 
110, 4, TimberBoomClearcuts, 30501368, 1294, 289, 289, 6, 6, 202, 34, 8, 19, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7, 0, 1, 0, 0, 0, 22, 0, 0, 14, 28, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 13, 0, 0, 13, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 
110, 4, TimberBoomClearcuts, 46601361, 1137, 325, 325, 2, 2, 20, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 
110, 4, TimberBoomClearcuts, 46601387, 1500, 8, 8, 9, 9, 68, 17, 0, 11, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 10, 0, 0, 5, 9, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 
110, 4, TimberBoomClearcuts, 46601342, 996, 335, 335, 1, 1, 28, 6, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 1, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 
110, 4, TimberBoomClearcuts, 46601343, 1202, 310, 310, 1, 1, 59, 6, 0, 6, 0, 2, 0, 0, 2, 0, 1, 0, 0, 3, 0, 2, 0, 0, 0, 6, 0, 0, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 
110, 4, TimberBoomClearcuts, 30501352, 1445, 181, 181, 1, 1, 22, 2, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 
110, 4, TimberBoomClearcuts, 30501354, 1264, 300, 300, 1, 1, 20, 0, 0, 3, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 
110, 4, TimberBoomClearcuts, 46601360, 1002, 335, 335, 2, 2, 92, 0, 0, 12, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 0, 0, 8, 0, 0, 5, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 9, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 
110, 4, TimberBoomClearcuts, 35601463, 1365, 245, 245, 5, 5, 104, 1, 0, 10, 0, 4, 6, 0, 4, 0, 0, 0, 0, 3, 3, 7, 0, 0, 0, 9, 0, 0, 5, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 
110, 4, TimberBoomClearcuts, 30501443, 1233, 302, 302, 4, 4, 226, 5, 4, 21, 2, 0, 12, 0, 4, 0, 1, 0, 4, 7, 2, 13, 0, 0, 0, 21, 2, 0, 12, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 10, 0, 20, 16, 6, 0, 0, 0, 0, 0, 0, 0, 0, 30, 
110, 4, TimberBoomClearcuts, 46801406, 870, 346, 346, 1, 1, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 
110, 4, TimberBoomClearcuts, 46601383, 1494, 41, 41, 1, 1, 10, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
110, 4, TimberBoomClearcuts, 31401466, 1058, 330, 330, 2, 2, 128, 0, 1, 8, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 9, 0, 0, 10, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 3, 0, 13, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 
110, 4, TimberBoomClearcuts, 47601406, 989, 336, 336, 1, 1, 9, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
110, 4, TimberBoomClearcuts, 46801409, 1361, 250, 250, 2, 2, 26, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 3, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 
110, 4, TimberBoomClearcuts, 46601413, 1282, 290, 290, 1, 1, 42, 5, 1, 4, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 
110, 4, TimberBoomClearcuts, 46601415, 943, 340, 340, 1, 1, 24, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 
110, 4, TimberBoomClearcuts, 30501421, 1185, 311, 311, 1, 1, 39, 0, 0, 4, 0, 2, 0, 0, 2, 0, 0, 0, 0, 3, 2, 3, 0, 0, 0, 3, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 8, 
110, 4, TimberBoomClearcuts, 46601437, 1368, 242, 242, 2, 2, 72, 2, 3, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 6, 0, 0, 0, 8, 0, 0, 7, 6, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 8, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 
110, 4, TimberBoomClearcuts, 46601475, 1424, 195, 195, 2, 2, 41, 10, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 
110, 4, TimberBoomClearcuts, 46601476, 1377, 235, 235, 2, 2, 99, 2, 6, 11, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 4, 0, 0, 0, 7, 0, 0, 9, 10, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 10, 0, 0, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 
110, 4, TimberBoomClearcuts, 46601550, 1530, 3, 3, 8, 8, 174, 7, 10, 13, 0, 6, 14, 0, 9, 0, 2, 0, 10, 2, 0, 5, 0, 0, 0, 12, 0, 0, 13, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 13, 0, 11, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 
110, 4, TimberBoomClearcuts, 46601477, 1469, 140, 140, 1, 1, 39, 0, 4, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 
110, 4, TimberBoomClearcuts, 46601489, 1174, 315, 315, 1, 1, 15, 6, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 
110, 4, TimberBoomClearcuts, 46601505, 1241, 300, 300, 1, 1, 22, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 
110, 4, TimberBoomClearcuts, 46601507, 951, 340, 340, 1, 1, 61, 0, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 
110, 4, TimberBoomClearcuts, 46201801, 1535, 3, 3, 71, 70, 749, 24, 26, 83, 0, 0, 11, 0, 2, 0, 1, 0, 13, 6, 2, 43, 0, 0, 0, 89, 0, 0, 65, 92, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 95, 16, 0, 69, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 
110, 4, TimberBoomClearcuts, 30501512, 864, 347, 347, 1, 1, 18, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 
110, 4, TimberBoomClearcuts, 30501530, 1221, 307, 307, 4, 4, 67, 0, 1, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 0, 0, 0, 11, 0, 0, 2, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 2, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 
110, 4, TimberBoomClearcuts, 46601523, 1072, 330, 330, 1, 1, 14, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 
110, 4, TimberBoomClearcuts, 46601546, 1373, 240, 240, 2, 2, 130, 3, 8, 11, 0, 5, 9, 0, 3, 0, 1, 0, 0, 5, 0, 12, 0, 0, 0, 5, 0, 0, 5, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 
110, 4, TimberBoomClearcuts, 46601547, 1225, 306, 306, 3, 3, 198, 2, 2, 20, 0, 0, 15, 0, 10, 0, 1, 0, 0, 6, 0, 12, 0, 0, 0, 14, 0, 0, 11, 13, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 18, 0, 0, 20, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 
110, 4, TimberBoomClearcuts, 46601593, 1338, 264, 264, 6, 6, 359, 23, 14, 31, 0, 18, 32, 0, 10, 0, 0, 0, 10, 1, 7, 21, 0, 0, 0, 16, 0, 0, 13, 21, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 14, 0, 27, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 
110, 4, TimberBoomClearcuts, 46601545, 1290, 290, 290, 1, 1, 67, 3, 3, 7, 0, 4, 0, 0, 3, 0, 0, 0, 0, 4, 0, 3, 0, 0, 0, 4, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 6, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 
110, 4, TimberBoomClearcuts, 46201687, 1510, 5, 5, 7, 7, 137, 6, 1, 11, 0, 6, 10, 0, 3, 0, 2, 0, 7, 3, 0, 7, 0, 0, 0, 14, 0, 0, 7, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 10, 0, 10, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 13, 
110, 4, TimberBoomClearcuts, 30501551, 938, 340, 340, 1, 1, 42, 0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 1, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 4, 
110, 4, TimberBoomClearcuts, 47601559, 867, 347, 347, 1, 1, 28, 0, 1, 3, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 
110, 4, TimberBoomClearcuts, 46701561, 928, 340, 340, 1, 1, 46, 0, 0, 2, 0, 2, 4, 0, 1, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 3, 0, 1, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 7, 
110, 4, TimberBoomClearcuts, 46601566, 1456, 180, 180, 1, 1, 18, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 
110, 4, TimberBoomClearcuts, 46601638, 1220, 308, 308, 6, 6, 358, 0, 5, 37, 0, 35, 0, 0, 8, 0, 1, 0, 0, 6, 0, 25, 0, 0, 0, 21, 0, 0, 5, 19, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 39, 46, 0, 0, 0, 0, 0, 0, 0, 0, 1, 64, 
