Time,ManagementArea,Prescription,Stand,EventID,StandAge,StandRank,NumberOfSites,HarvestedSites,TotalCohortsHarvested,CohortsHarvested_CaryOvat,CohortsHarvested_CaryAlba,CohortsHarvested_CornFlor,CohortsHarvested_FraxPenn,CohortsHarvested_FraxAmer,CohortsHarvested_FaguGran,CohortsHarvested_JuglNigr,CohortsHarvested_HaleDipt,CohortsHarvested_IlexOpac,CohortsHarvested_LiriTuli,CohortsHarvested_LiquStyr,CohortsHarvested_MagnAcum,CohortsHarvested_MagnMacr,CohortsHarvested_NyssSylv,CohortsHarvested_OxydArbo,CohortsHarvested_PrunSero,CohortsHarvested_PrunPenn,CohortsHarvested_PlanOcid,CohortsHarvested_QuerAlba,CohortsHarvested_QuerCocc,CohortsHarvested_QuerFalc,CohortsHarvested_QuerRubr,CohortsHarvested_QuerPrin,CohortsHarvested_QuerVelu,CohortsHarvested_QuerStel,CohortsHarvested_RobiPseu,CohortsHarvested_SassAlid,CohortsHarvested_TiliAmer,CohortsHarvested_TiliAmhe,CohortsHarvested_CaryGlab,CohortsHarvested_CaryCodi,CohortsHarvested_BetuNigr,CohortsHarvested_BetuLent,CohortsHarvested_BetuAlle,CohortsHarvested_AcerPens,CohortsHarvested_AmelArbo,CohortsHarvested_AescBuck,CohortsHarvested_AcerRubr,CohortsHarvested_AcerSacc,CohortsHarvested_TsugCana,CohortsHarvested_PinuVirg,CohortsHarvested_PinuTaed,CohortsHarvested_PinuStro,CohortsHarvested_PinuRigi,CohortsHarvested_PinuPung,CohortsHarvested_FrasFirr,CohortsHarvested_PiceRube,CohortsHarvested_PinuEnch,CohortsHarvested_CastDent,
110, 2, TimberBoomClearcuts, 31700094, 2274, 340, 340, 1, 1, 18, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 
110, 2, TimberBoomClearcuts, 31700116, 2829, 318, 318, 8, 8, 193, 0, 8, 20, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 13, 0, 0, 0, 24, 0, 0, 10, 19, 6, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 
110, 2, TimberBoomClearcuts, 31900107, 2536, 330, 330, 4, 4, 202, 0, 0, 16, 0, 13, 0, 0, 0, 0, 2, 0, 0, 2, 10, 15, 0, 0, 0, 8, 2, 0, 8, 11, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 13, 0, 11, 20, 15, 0, 0, 0, 0, 0, 0, 0, 0, 38, 
110, 2, TimberBoomClearcuts, 32800097, 2537, 330, 330, 1, 1, 51, 0, 0, 4, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 7, 5, 0, 0, 0, 4, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 
110, 2, TimberBoomClearcuts, 32800098, 2464, 331, 331, 1, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 
110, 2, TimberBoomClearcuts, 36200099, 2305, 340, 340, 1, 1, 28, 0, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 5, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 
110, 2, TimberBoomClearcuts, 31700105, 2310, 340, 340, 1, 1, 15, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 
110, 2, TimberBoomClearcuts, 31700165, 2767, 323, 323, 8, 8, 276, 6, 7, 29, 0, 5, 0, 0, 0, 0, 3, 0, 0, 4, 5, 23, 0, 0, 0, 31, 0, 0, 14, 27, 2, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 3, 0, 24, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 
110, 2, TimberBoomClearcuts, 32800119, 2414, 333, 333, 3, 3, 153, 0, 2, 11, 0, 10, 0, 0, 0, 0, 2, 0, 0, 2, 10, 12, 0, 0, 0, 8, 2, 0, 3, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 6, 0, 12, 14, 6, 0, 0, 0, 0, 0, 0, 0, 0, 32, 
110, 2, TimberBoomClearcuts, 36200110, 1996, 400, 400, 1, 1, 24, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 
110, 2, TimberBoomClearcuts, 31700113, 2012, 354, 354, 1, 1, 19, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 6, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 
110, 2, TimberBoomClearcuts, 31700115, 2541, 330, 330, 1, 1, 9, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 
110, 2, TimberBoomClearcuts, 31700122, 2406, 334, 334, 1, 1, 20, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 5, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 
110, 2, TimberBoomClearcuts, 31700124, 2524, 330, 330, 1, 1, 11, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 
110, 2, TimberBoomClearcuts, 31700133, 2338, 337, 337, 4, 4, 129, 0, 2, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 0, 0, 0, 14, 0, 0, 8, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 
110, 2, TimberBoomClearcuts, 31700125, 2245, 340, 340, 1, 1, 24, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 
110, 2, TimberBoomClearcuts, 32800138, 2747, 325, 325, 2, 2, 54, 0, 0, 3, 0, 5, 0, 0, 0, 0, 1, 0, 0, 0, 4, 6, 0, 0, 0, 8, 0, 0, 4, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 
110, 2, TimberBoomClearcuts, 32800139, 2570, 330, 330, 3, 3, 76, 0, 1, 6, 0, 0, 5, 0, 0, 0, 1, 0, 1, 2, 4, 3, 0, 0, 0, 11, 0, 1, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 
110, 2, TimberBoomClearcuts, 36200127, 2566, 330, 330, 1, 1, 28, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 5, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 
110, 2, TimberBoomClearcuts, 31700157, 2796, 320, 320, 5, 5, 112, 1, 10, 18, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 15, 0, 0, 0, 14, 0, 0, 1, 9, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 
110, 2, TimberBoomClearcuts, 35900183, 2787, 320, 320, 3, 3, 62, 1, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 5, 0, 0, 0, 8, 1, 0, 0, 7, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 
110, 2, TimberBoomClearcuts, 35900171, 2739, 326, 326, 5, 5, 90, 1, 1, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 6, 0, 0, 0, 12, 0, 0, 4, 11, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 
110, 2, TimberBoomClearcuts, 31700155, 2010, 354, 354, 1, 1, 12, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 
110, 2, TimberBoomClearcuts, 31700159, 2549, 330, 330, 1, 1, 30, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 
110, 2, TimberBoomClearcuts, 31700160, 2267, 340, 340, 1, 1, 16, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 
110, 2, TimberBoomClearcuts, 32800167, 2862, 315, 315, 2, 2, 67, 0, 5, 8, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 5, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 4, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 
110, 2, TimberBoomClearcuts, 32800168, 2484, 330, 330, 1, 1, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 
110, 2, TimberBoomClearcuts, 32800169, 2048, 350, 350, 1, 1, 20, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 
110, 2, TimberBoomClearcuts, 35800182, 2259, 340, 340, 2, 2, 49, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 5, 0, 2, 2, 7, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 
110, 2, TimberBoomClearcuts, 31700176, 2847, 317, 317, 2, 2, 32, 0, 1, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 
110, 2, TimberBoomClearcuts, 31700184, 2816, 320, 320, 2, 2, 102, 0, 0, 10, 0, 7, 0, 0, 0, 0, 2, 0, 0, 0, 0, 9, 0, 0, 0, 9, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 
110, 2, TimberBoomClearcuts, 32800181, 2514, 330, 330, 1, 1, 13, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 
110, 2, TimberBoomClearcuts, 31700193, 2506, 330, 330, 1, 1, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 
110, 2, TimberBoomClearcuts, 31700194, 2502, 330, 330, 1, 1, 14, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 
110, 2, TimberBoomClearcuts, 32800229, 2396, 335, 335, 2, 2, 54, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 0, 0, 6, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 
110, 2, TimberBoomClearcuts, 32700201, 2808, 320, 320, 2, 2, 45, 0, 3, 4, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 2, 3, 0, 0, 0, 5, 0, 0, 3, 5, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 
110, 2, TimberBoomClearcuts, 31700214, 2775, 322, 322, 3, 3, 113, 0, 9, 13, 0, 7, 3, 0, 0, 0, 0, 0, 0, 7, 3, 4, 0, 0, 0, 9, 0, 0, 8, 11, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 
110, 2, TimberBoomClearcuts, 31700392, 2851, 316, 316, 23, 23, 885, 9, 21, 94, 0, 1, 43, 0, 1, 3, 5, 0, 12, 16, 3, 63, 0, 0, 0, 67, 27, 0, 35, 92, 7, 15, 0, 0, 0, 0, 2, 0, 0, 0, 0, 76, 36, 0, 64, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 
110, 2, TimberBoomClearcuts, 31700207, 2672, 330, 330, 1, 1, 18, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 
110, 2, TimberBoomClearcuts, 32800209, 2250, 340, 340, 1, 1, 26, 0, 1, 5, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 
110, 2, TimberBoomClearcuts, 31700279, 2877, 314, 314, 30, 30, 1063, 0, 19, 101, 0, 19, 0, 0, 36, 28, 2, 0, 0, 11, 28, 72, 0, 0, 0, 76, 0, 0, 55, 84, 0, 20, 0, 0, 3, 0, 0, 0, 0, 0, 0, 71, 38, 0, 77, 138, 6, 0, 0, 0, 0, 0, 0, 0, 0, 179, 
110, 2, TimberBoomClearcuts, 32700231, 2801, 320, 320, 3, 3, 65, 0, 4, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 0, 0, 0, 6, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 7, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 15, 
110, 2, TimberBoomClearcuts, 31700235, 2750, 325, 325, 2, 2, 29, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 
110, 2, TimberBoomClearcuts, 32700230, 2237, 340, 340, 1, 1, 45, 0, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 0, 0, 0, 2, 0, 0, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 
110, 2, TimberBoomClearcuts, 35802088, 2835, 318, 318, 546, 546, 27777, 303, 459, 2032, 41, 919, 1626, 0, 696, 54, 151, 0, 186, 388, 652, 1702, 21, 0, 0, 1811, 83, 4, 1078, 1638, 55, 144, 0, 0, 230, 20, 63, 0, 0, 0, 0, 1826, 1320, 0, 1648, 3310, 1337, 0, 0, 0, 0, 0, 0, 0, 0, 3980, 
110, 2, TimberBoomClearcuts, 35800245, 2038, 350, 350, 1, 1, 18, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 
110, 2, TimberBoomClearcuts, 32800300, 2712, 329, 329, 6, 6, 211, 0, 2, 21, 0, 0, 0, 0, 9, 5, 1, 0, 2, 6, 4, 19, 0, 0, 0, 17, 3, 0, 7, 11, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 0, 12, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 
110, 2, TimberBoomClearcuts, 36100259, 2247, 340, 340, 5, 5, 148, 1, 2, 13, 0, 6, 10, 0, 0, 0, 1, 0, 0, 4, 1, 9, 0, 0, 0, 13, 2, 0, 6, 11, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 0, 10, 8, 2, 0, 0, 0, 0, 0, 0, 0, 0, 29, 
110, 2, TimberBoomClearcuts, 35800253, 2655, 330, 330, 1, 1, 16, 0, 3, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 
110, 2, TimberBoomClearcuts, 35700261, 2005, 357, 357, 1, 1, 12, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 
110, 2, TimberBoomClearcuts, 35800262, 2659, 330, 330, 1, 1, 38, 0, 3, 4, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 3, 4, 0, 0, 0, 3, 0, 0, 0, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 
110, 2, TimberBoomClearcuts, 35800308, 2430, 333, 333, 3, 3, 60, 6, 5, 6, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 5, 0, 0, 2, 6, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 
110, 2, TimberBoomClearcuts, 32800283, 2028, 350, 350, 1, 1, 19, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 
110, 2, TimberBoomClearcuts, 35800291, 2297, 340, 340, 1, 1, 20, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 
110, 2, TimberBoomClearcuts, 31700293, 2819, 320, 320, 1, 1, 28, 0, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 
110, 2, TimberBoomClearcuts, 31500297, 2688, 330, 330, 1, 1, 27, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 
110, 2, TimberBoomClearcuts, 31500312, 2838, 317, 317, 4, 4, 57, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 3, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 
110, 2, TimberBoomClearcuts, 31500314, 2850, 316, 316, 3, 3, 45, 0, 3, 8, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 7, 0, 0, 0, 6, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 
110, 2, TimberBoomClearcuts, 31500298, 2371, 335, 335, 2, 2, 27, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 11, 
110, 2, TimberBoomClearcuts, 31500300, 2708, 330, 330, 1, 1, 37, 0, 2, 3, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2, 1, 2, 0, 0, 0, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 
110, 2, TimberBoomClearcuts, 31700310, 2702, 330, 330, 1, 1, 18, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 
110, 2, TimberBoomClearcuts, 32700317, 2074, 349, 349, 1, 1, 17, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 
110, 2, TimberBoomClearcuts, 36100318, 2699, 330, 330, 1, 1, 39, 0, 0, 4, 0, 0, 1, 0, 2, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 4, 0, 0, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 
110, 2, TimberBoomClearcuts, 35800327, 2691, 330, 330, 1, 1, 30, 0, 2, 4, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 
110, 2, TimberBoomClearcuts, 31500330, 2857, 315, 315, 2, 2, 23, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 
110, 2, TimberBoomClearcuts, 31500372, 2873, 314, 314, 5, 5, 60, 0, 0, 10, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 5, 0, 0, 0, 3, 0, 0, 1, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 
110, 2, TimberBoomClearcuts, 31500335, 2332, 338, 338, 1, 1, 26, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 
110, 2, TimberBoomClearcuts, 35700342, 2083, 347, 347, 1, 1, 13, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 
110, 2, TimberBoomClearcuts, 35700363, 2871, 314, 314, 3, 3, 77, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 1, 9, 0, 0, 0, 9, 0, 0, 4, 5, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 
